question,user_answer,total_selected,total_correct,total_responses,pct_selected,pct_correct,correct_answer
Nine inches of rain in parts of West Virginia destroyed or damaged more than 100 homes.,more,173,173,218,0.794,1,
Nine inches of rain in parts of West Virginia destroyed or damaged more than 100 homes.,most,15,0,218,0.069,0,
Nine inches of rain in parts of West Virginia destroyed or damaged more than 100 homes.,I don't know,14,0,218,0.064,0,
"Not only can animals be cute or cuddly, but they often trigger predictable emotions among humans.",and,33,0,226,0.146,0,but
"Not only can animals be cute or cuddly, but they often trigger predictable emotions among humans.",but,85,85,226,0.376,1,
"Not only can animals be cute or cuddly, but they often trigger predictable emotions among humans.",for,62,0,226,0.274,0,
"Not only can animals be cute or cuddly, but they often trigger predictable emotions among humans.",I don't know,23,0,226,0.102,0,
"Not only can animals be cute or cuddly, but they often trigger predictable emotions among humans.",so,23,0,226,0.102,0,
"Old ideas of what to eat—low-fat ice cream, diet soda, whatever—are shunted from the bobos to the masses, and new ones take their place.",I don't know,274,0,274,1,0,from
"Once they found out the pizzeria was still open, the siblings put in an order for multiple pizzas.",Although,29,0,274,0.106,0,Once
"Once they found out the pizzeria was still open, the siblings put in an order for multiple pizzas.",If,69,0,274,0.252,0,
"Once they found out the pizzeria was still open, the siblings put in an order for multiple pizzas.",Once,145,145,274,0.529,1,
"Once they found out the pizzeria was still open, the siblings put in an order for multiple pizzas.",Unless,7,0,274,0.026,0,
"Once they found out the pizzeria was still open, the siblings put in an order for multiple pizzas.",I don't know,24,0,274,0.088,0,
One orangutan named Tori became addicted to smoking when guests continually fed her cigarettes.,I don't know,23,0,274,0.084,0,smoking
One orangutan named Tori became addicted to smoking when guests continually fed her cigarettes.,smoked,19,0,274,0.069,0,
One orangutan named Tori became addicted to smoking when guests continually fed her cigarettes.,smoker,36,0,274,0.131,0,
One orangutan named Tori became addicted to smoking when guests continually fed her cigarettes.,smokes,18,0,274,0.066,0,
One orangutan named Tori became addicted to smoking when guests continually fed her cigarettes.,smoking,178,178,274,0.65,1,
Output will increase to 81.76 million metric tons in 2013-2014 from an estimated 79.88 million tons in 2012.,at,9,0,190,0.047,0,from
Output will increase to 81.76 million metric tons in 2013-2014 from an estimated 79.88 million tons in 2012.,by,19,0,190,0.1,0,
Output will increase to 81.76 million metric tons in 2013-2014 from an estimated 79.88 million tons in 2012.,from,55,55,190,0.289,1,
Output will increase to 81.76 million metric tons in 2013-2014 from an estimated 79.88 million tons in 2012.,I don't know,14,0,190,0.074,0,
Output will increase to 81.76 million metric tons in 2013-2014 from an estimated 79.88 million tons in 2012.,to,93,0,190,0.489,0,
Paragraph 2 exists to ____________.,I don't know,402,0,957,0.42,0,provide more details of a statement made in paragraph 1
Paragraph 2 exists to ____________.,present a solution to an issue stated in paragraph 3,41,0,957,0.043,0,
Paragraph 2 exists to ____________.,present a solution to an issue stated in paragraph 4,15,0,957,0.016,0,
Paragraph 2 exists to ____________.,provide a solution for the issue raised in paragraph 3,23,0,957,0.024,0,
Paragraph 2 exists to ____________.,provide a solution for the issue raised in paragraph 4,50,0,957,0.052,0,
Paragraph 2 exists to ____________.,provide an example of an issue raised in paragraph 1,18,0,957,0.019,0,
Paragraph 2 exists to ____________.,provide an explanation for the issue raised in paragraph 4,26,0,957,0.027,0,
Paragraph 2 exists to ____________.,provide background information for what is stated in paragraph 2,105,105,957,0.11,1,
Paragraph 2 exists to ____________.,provide more detail about an issue raised in paragraph 3,18,0,957,0.019,0,
Paragraph 2 exists to ____________.,provide more detail about an issue raised in paragraph 4,20,0,957,0.021,0,
Paragraph 2 exists to ____________.,provide more detail about something mentioned in paragraph 1,268,268,957,0.28,1,
Paragraph 2 exists to ____________.,provide more details of a statement made in paragraph 1,174,174,957,0.182,1,
Paragraph 2 exists to ____________.,provide support for an argument given in paragraph 1,40,0,957,0.042,0,
Paragraph 2 exists to ____________.,provide support for an unpopular opinion stated in paragraph 4,30,0,957,0.031,0,
Paragraph 2 exists to ____________.,provide support for an unpopular solution stated in paragraph 4,44,0,957,0.046,0,
Paragraph 2 exists to ____________.,shift the focus to new information given in paragraph 3,51,0,957,0.053,0,
Paragraph 2 exists to ____________.,suggest that the reaction shown in paragraph 3 is uncalled for,41,0,957,0.043,0,
Paragraph 2 exists to ____________.,suggest that what is stated in paragraph 1 may be misleading,58,0,957,0.061,0,
Paragraph 2 exists to ____________.,support the claims made in paragraph 1,28,0,957,0.029,0,
Paragraph 3 exists to ____________.,demonstrate how unsafe snow can be,29,0,957,0.03,0,show how South Africans reacted to the snow
Paragraph 3 exists to ____________.,describe different ways in which one can interact with snow,29,0,957,0.03,0,
Paragraph 3 exists to ____________.,give details of a solution to an issue mentioned in paragraph 5,73,73,957,0.076,1,
Paragraph 3 exists to ____________.,highlight ongoing socioeconomic inequality in South Africa,37,0,957,0.039,0,
Paragraph 3 exists to ____________.,introduce a new issue,22,0,957,0.023,0,
Paragraph 3 exists to ____________.,introduce someone else who is also dealing with the main issue outlined in this passage,41,0,957,0.043,0,
Paragraph 3 exists to ____________.,I don't know,519,0,957,0.542,0,
Paragraph 3 exists to ____________.,provide a solution for the issue raised in paragraph 1,24,0,957,0.025,0,
Paragraph 3 exists to ____________.,provide additional information about a new issue introduced in paragraph 4,32,0,957,0.033,0,
Paragraph 3 exists to ____________.,provide additional information about an issue mentioned in paragraph 2,95,95,957,0.099,1,
Paragraph 3 exists to ____________.,provide additional information about the people mentioned in paragraph 2,64,0,957,0.067,0,
Paragraph 3 exists to ____________.,provide background information for what is stated in paragraph 2,70,0,957,0.073,0,
Paragraph 3 exists to ____________.,provide support for a claim made in paragraph 4,16,0,957,0.017,0,
Paragraph 3 exists to ____________.,provide support for a method discussed in paragraph 1,66,66,957,0.069,1,
Paragraph 3 exists to ____________.,provide support for an unpopular opinion stated in paragraph 1,24,0,957,0.025,0,
Paragraph 3 exists to ____________.,show how South Africans reacted to the snow,151,151,957,0.158,1,
Paragraph 3 exists to ____________.,suggest that what is stated in paragraph 1 may be misleading,33,0,957,0.034,0,
Paragraph 4 implies that ____________.,African migrants had always taken safer measures in the past to enter Spanish territory,35,0,226,0.155,0,it is difficult for African migrants to enter Spanish territory legally
Paragraph 4 implies that ____________.,it is difficult for African migrants to enter Spanish territory legally,134,134,226,0.593,1,
Paragraph 4 implies that ____________.,I don't know,29,0,226,0.128,0,
Paragraph 4 implies that ____________.,people smugglers are usually successful,12,0,226,0.053,0,
Paragraph 4 implies that ____________.,people smugglers have always been involved,16,0,226,0.071,0,
Paragraph 5 exists to ____________.,I don't know,226,0,226,1,0,provide additional information about something stated in paragraph 4
"Paragraph 5 states that umami ""induces salivation"" which most likely means that ____________.",I don't know,240,0,240,1,0,there is an increased amount of saliva
Parents are more likely than those without children to partake in these two activities.,as,37,0,190,0.195,0,than
Parents are more likely than those without children to partake in these two activities.,in,29,0,190,0.153,0,
Parents are more likely than those without children to partake in these two activities.,I don't know,23,0,190,0.121,0,
Parents are more likely than those without children to partake in these two activities.,than,59,59,190,0.311,1,
Parents are more likely than those without children to partake in these two activities.,to,42,0,190,0.221,0,
Pasta infused with ____________ is trending lately.,I don't know,274,0,274,1,0,artichokes
Philadelphia became the first major US city to vote to tax sugary drinks.,drink,33,0,218,0.151,0,drinks
Philadelphia became the first major US city to vote to tax sugary drinks.,drinker,13,0,218,0.06,0,
Philadelphia became the first major US city to vote to tax sugary drinks.,drinking,23,0,218,0.106,0,
Philadelphia became the first major US city to vote to tax sugary drinks.,drinks,121,121,218,0.555,1,
Philadelphia became the first major US city to vote to tax sugary drinks.,I don't know,28,0,218,0.128,0,
Portugal needed the fiI don't knowcial rescue after nervous investors stopped lending it money at affordable prices.,I don't know,274,0,274,1,0,at
Postal officials quickly sent for a worker to repaint it.,I don't know,88,0,445,0.198,0,quickly
Postal officials quickly sent for a worker to repaint it.,quick,90,0,445,0.202,0,
Postal officials quickly sent for a worker to repaint it.,quicken,28,0,445,0.063,0,
Postal officials quickly sent for a worker to repaint it.,quicker,47,0,445,0.106,0,
Postal officials quickly sent for a worker to repaint it.,quickly,192,192,445,0.431,1,
President Jeffries has arranged to visit the emperor either this month or next month.,both,13,0,218,0.06,0,either
President Jeffries has arranged to visit the emperor either this month or next month.,either,109,109,218,0.5,1,
President Jeffries has arranged to visit the emperor either this month or next month.,in,43,0,218,0.197,0,
President Jeffries has arranged to visit the emperor either this month or next month.,I don't know,25,0,218,0.115,0,
